fid,fid_raw,tail,dep,arr,deptime,arrtime,prev_fid,next_fid,turn,delay_penalty,cancel_penalty,alternates
164,UA_2660_2025-12-04_DEN_SBA_0_0,215,DEN,SBA,1764902400,1764912120,163.0,,3060,127,2743200,"[833, 866, 505, 651, 696, 639, 519, 77, 821, 102, 13, 25, 356, 415, 254]"
165,UA_2617_2025-12-02_LGA_IAH_0_0,216,LGA,IAH,1764687300,1764702420,,166.0,3060,139,3002400,"[640, 719, 667]"
166,UA_1737_2025-12-02_IAH_LIR_0_0,216,IAH,LIR,1764709500,1764722220,165.0,167.0,3900,116,2505600,"[574, 565, 668, 197, 435, 140, 245]"
167,UA_1265_2025-12-03_LIR_IAH_0_0,216,LIR,IAH,1764772500,1764785880,166.0,168.0,3480,152,3283200,
168,UA_2258_2025-12-03_IAH_TPA_0_0,216,IAH,TPA,1764793260,1764801480,167.0,169.0,4080,120,2592000,"[580, 711, 568, 458, 674, 33, 338, 336, 236, 422, 322, 249, 187]"
169,UA_1370_2025-12-03_TPA_IAD_0_0,216,TPA,IAD,1764805800,1764813960,168.0,170.0,3060,93,2008800,
170,MX_216_2025-12-03_IAD_IAD_false,216,IAD,IAD,1764813960,1764821160,169.0,,5100,0,7500000,
171,UA_1907_2025-12-02_GUA_IAH_0_0,217,GUA,IAH,1764663000,1764672960,,172.0,3480,152,3283200,
172,UA_512_2025-12-02_IAH_DCA_0_0,217,IAH,DCA,1764682380,1764693120,171.0,173.0,4080,156,3369600,"[563, 678, 453, 392, 379, 243, 183]"
173,UA_382_2025-12-02_DCA_IAH_0_0,217,DCA,IAH,1764697200,1764710100,172.0,174.0,3060,142,3067200,
174,MX_217_2025-12-02_IAH_IAH_false,217,IAH,IAH,1764710100,1764731700,173.0,175.0,5100,0,7500000,
175,UA_1895_2025-12-03_IAH_LGA_0_0,217,IAH,LGA,1764770700,1764782880,174.0,176.0,3060,148,3196800,"[555, 604, 456, 672, 396, 116, 420, 144, 247]"
176,UA_2658_2025-12-03_LGA_IAH_0_0,217,LGA,IAH,1764788400,1764803520,175.0,177.0,3060,131,2829600,"[739, 646, 725]"
177,UA_1532_2025-12-03_IAH_MGA_0_0,217,IAH,MGA,1764809040,1764821100,176.0,178.0,3900,166,3585600,"[842, 580, 661, 713, 557, 606, 458, 674, 373, 35, 51, 338, 118, 146, 189]"
178,UA_1533_2025-12-04_MGA_IAH_0_0,217,MGA,IAH,1764852300,1764864600,177.0,179.0,3480,56,1209600,
179,UA_2385_2025-12-04_IAH_MSY_0_0,217,IAH,MSY,1764871080,1764875520,178.0,180.0,4080,130,2808000,"[894, 844, 715, 559, 649, 609, 461, 676, 375, 37, 53, 341, 87, 424, 252, 191]"
180,UA_2273_2025-12-04_MSY_IAH_0_0,217,MSY,IAH,1764879300,1764884400,179.0,181.0,3060,141,3045600,[450]
181,UA_1571_2025-12-04_IAH_MCO_0_0,217,IAH,MCO,1764888900,1764897600,180.0,182.0,3060,143,3088800,"[846, 666, 625, 561, 649, 55, 343, 241, 424, 149, 216, 193]"
182,MX_217_2025-12-04_MCO_MCO_false,217,MCO,MCO,1764897600,1764933600,181.0,,5100,0,7500000,
183,UA_1919_2025-12-02_IAH_CZM_0_0,218,IAH,CZM,1764691260,1764699780,,184.0,3900,101,2181600,"[563, 678, 453, 668, 392, 105, 417, 172, 140, 379, 243]"
184,UA_1867_2025-12-02_CZM_IAH_0_0,218,CZM,IAH,1764703500,1764712620,183.0,185.0,3480,143,3088800,
185,UA_517_2025-12-02_IAH_PBI_0_0,218,IAH,PBI,1764720900,1764730020,184.0,186.0,4080,127,2743200,"[709, 565, 601, 670, 394, 333, 233, 197, 142]"
186,UA_2662_2025-12-03_PBI_IAH_0_0,218,PBI,IAH,1764770400,1764780840,185.0,187.0,3060,118,2548800,
187,UA_1569_2025-12-03_IAH_BZE_0_0,218,IAH,BZE,1764784680,1764793920,186.0,188.0,3900,126,2721600,"[711, 555, 568, 604, 672, 33, 396, 336, 236, 116, 322, 144, 249, 168]"
188,UA_1570_2025-12-03_BZE_IAH_0_0,218,BZE,IAH,1764797880,1764807720,187.0,189.0,3480,127,2743200,[117]
189,UA_465_2025-12-03_IAH_IND_0_0,218,IAH,IND,1764813000,1764821340,188.0,190.0,4080,60,1296000,"[842, 661, 621, 713, 557, 606, 674, 373, 35, 51, 338, 118, 177, 146]"
190,UA_2221_2025-12-04_IND_IAH_0_0,218,IND,IAH,1764849600,1764859260,189.0,191.0,3060,116,2505600,
191,UA_1454_2025-12-04_IAH_NAS_0_0,218,IAH,NAS,1764862740,1764873180,190.0,192.0,4080,151,3261600,"[894, 844, 582, 664, 623, 715, 559, 609, 461, 676, 375, 37, 53, 341, 87, 239, 179, 252]"
192,UA_1455_2025-12-04_NAS_IAH_0_0,218,NAS,IAH,1764876900,1764889140,191.0,193.0,3480,72,1555200,
193,UA_2339_2025-12-04_IAH_LAS_0_0,218,IAH,LAS,1764894600,1764907200,192.0,194.0,3600,137,2959200,"[846, 666, 625, 717, 561, 757, 463, 55, 343, 266, 241, 181, 216]"
194,MX_218_2025-12-04_LAS_LAS_false,218,LAS,LAS,1764907200,1764936000,193.0,,5100,0,7500000,
195,UA_1913_2025-12-02_MIA_IAH_0_0,220,MIA,IAH,1764684000,1764694740,,196.0,3060,130,2808000,[56]
196,MX_220_2025-12-02_IAH_IAH_true,220,IAH,IAH,1764694740,1764701940,195.0,197.0,5100,0,7500000,
197,UA_1951_2025-12-02_IAH_LGA_0_0,220,IAH,LGA,1764714300,1764726840,196.0,198.0,3060,145,3132000,"[574, 565, 333, 233, 435, 245, 185, 166]"
198,MX_220_2025-12-02_LGA_LGA_false,220,LGA,LGA,1764726840,1764748440,197.0,199.0,5100,0,7500000,
199,UA_2389_2025-12-03_LGA_ORD_0_0,220,LGA,ORD,1764760500,1764770220,198.0,200.0,3060,74,1598400,"[644, 370, 31]"
200,UA_466_2025-12-03_ORD_SLC_0_0,220,ORD,SLC,1764774060,1764787440,199.0,201.0,3060,124,2678400,"[578, 738, 645, 724, 700, 371, 815, 128, 487, 360]"
201,UA_1382_2025-12-03_SLC_ORD_0_0,220,SLC,ORD,1764791160,1764802740,200.0,202.0,3060,106,2289600,
202,UA_1776_2025-12-03_ORD_PHL_0_0,220,ORD,PHL,1764806520,1764814200,201.0,203.0,3060,124,2678400,"[740, 595, 647, 726, 702, 97, 110, 442, 429, 489, 286, 211]"
203,UA_622_2025-12-04_PHL_ORD_0_0,220,PHL,ORD,1764861300,1764869700,202.0,204.0,3060,153,3304800,[432]
204,UA_2616_2025-12-04_ORD_OMA_0_0,220,ORD,OMA,1764873900,1764879600,203.0,205.0,3060,77,1663200,"[704, 100, 112, 135, 444, 491, 290]"
205,UA_739_2025-12-04_OMA_ORD_0_0,220,OMA,ORD,1764883500,1764889560,204.0,206.0,3060,141,3045600,"[12, 302]"
206,UA_426_2025-12-04_ORD_BWI_0_0,220,ORD,BWI,1764893340,1764900480,205.0,,3060,138,2980800,"[791, 857, 597, 706, 685, 377, 402, 446, 433, 494, 327, 315]"
207,UA_1732_2025-12-02_BOS_ORD_0_0,221,BOS,ORD,1764697800,1764708600,,208.0,3060,166,3585600,
208,UA_1677_2025-12-02_ORD_BOS_0_0,221,ORD,BOS,1764713100,1764721500,207.0,209.0,3060,164,3542400,"[588, 643, 368, 762, 812, 485, 306, 281]"
209,MX_221_2025-12-02_BOS_BOS_false,221,BOS,BOS,1764721500,1764743100,208.0,210.0,5100,0,7500000,
210,UA_1732_2025-12-03_BOS_ORD_0_0,221,BOS,ORD,1764784200,1764795000,209.0,211.0,3060,161,3477600,[361]
211,UA_600_2025-12-03_ORD_LGA_0_0,221,ORD,LGA,1764799200,1764806820,210.0,212.0,3060,138,2980800,"[740, 593, 647, 702, 110, 130, 202, 440, 429, 489, 286]"
212,UA_1899_2025-12-03_LGA_ORD_0_0,221,LGA,ORD,1764810900,1764820620,211.0,213.0,3060,104,2246400,"[237, 131]"
213,MX_221_2025-12-03_ORD_ORD_false,221,ORD,ORD,1764820620,1764835020,212.0,214.0,5100,0,7500000,
214,UA_211_2025-12-04_ORD_MIA_0_0,221,ORD,MIA,1764855300,1764866940,213.0,215.0,3060,157,3391200,"[742, 728, 400, 133, 431, 325, 288]"
215,UA_1105_2025-12-04_MIA_IAH_0_0,221,MIA,IAH,1764872700,1764883560,214.0,216.0,3060,64,1382400,[583]
216,UA_1902_2025-12-04_IAH_GUA_0_0,221,IAH,GUA,1764888240,1764898740,215.0,,3900,157,3391200,"[846, 666, 625, 561, 649, 241, 424, 181, 149, 193]"
217,MX_222_2025-12-02_ORD_ORD_false,222,ORD,ORD,1764720000,1764730800,,218.0,5100,0,7500000,
218,MX_222_2025-12-04_ORD_ORD_false,222,ORD,ORD,1764892800,1764914400,217.0,,5100,0,7500000,
219,UA_336_2025-12-02_SNA_SFO_0_0,223,SNA,SFO,1764688200,1764694020,,220.0,3060,162,3499200,
220,UA_1881_2025-12-02_SFO_SJD_0_0,223,SFO,SJD,1764701520,1764713100,219.0,221.0,3900,63,1360800,"[872, 707, 748, 793, 44, 405, 268]"
221,UA_1174_2025-12-02_SJD_SFO_0_0,223,SJD,SFO,1764717000,1764729120,220.0,222.0,3480,165,3564000,
222,UA_1871_2025-12-02_SFO_DEN_0_0,223,SFO,DEN,1764737700,1764747000,221.0,223.0,4080,46,993600,"[657, 615, 46, 471]"
223,UA_2367_2025-12-03_DEN_SFO_0_0,223,DEN,SFO,1764766800,1764777000,222.0,224.0,3060,93,2008800,[840]
224,UA_1483_2025-12-03_SFO_SAN_0_0,223,SFO,SAN,1764781200,1764787200,223.0,225.0,3060,168,3628800,"[875, 659, 796, 49, 474, 309, 273]"
225,UA_1763_2025-12-03_SAN_SFO_0_0,223,SAN,SFO,1764795900,1764802320,224.0,226.0,3060,89,1922400,[50]
226,UA_592_2025-12-03_SFO_AUS_0_0,223,SFO,AUS,1764807600,1764820200,225.0,227.0,3060,99,2138400,"[877, 542, 540, 751, 261, 313, 385]"
227,MX_223_2025-12-03_AUS_AUS_false,223,AUS,AUS,1764820200,1764856200,226.0,228.0,5100,0,7500000,
228,UA_1668_2025-12-04_AUS_SFO_0_0,223,AUS,SFO,1764863340,1764877920,227.0,229.0,3060,113,2440800,[353]
229,UA_1008_2025-12-04_SFO_SEA_0_0,223,SFO,SEA,1764882900,1764890940,228.0,230.0,3060,84,1814400,"[882, 546, 799, 264, 479, 388]"
230,UA_1424_2025-12-04_SEA_SFO_0_0,223,SEA,SFO,1764897060,1764905220,229.0,,3060,147,3175200,
231,UA_211_2025-12-02_ORD_MIA_0_0,224,ORD,MIA,1764682500,1764694140,,232.0,3060,158,3412800,"[586, 641, 483]"
232,UA_1105_2025-12-02_MIA_IAH_0_0,224,MIA,IAH,1764699900,1764710760,231.0,233.0,3060,161,3477600,
233,UA_1929_2025-12-02_IAH_MIA_0_0,224,IAH,MIA,1764720600,1764729780,232.0,234.0,3060,118,2548800,"[709, 565, 601, 670, 394, 333, 197, 142, 185]"
234,MX_224_2025-12-02_MIA_MIA_false,224,MIA,MIA,1764729780,1764751380,233.0,235.0,5100,0,7500000,
235,UA_1913_2025-12-03_MIA_IAH_0_0,224,MIA,IAH,1764770400,1764781140,234.0,236.0,3060,47,1015200,
236,UA_2181_2025-12-03_IAH_LGA_0_0,224,IAH,LGA,1764784980,1764797160,235.0,237.0,3060,143,3088800,"[711, 555, 568, 604, 672, 33, 396, 336, 116, 322, 144, 249, 187, 168]"
237,UA_2646_2025-12-03_LGA_IAH_0_0,224,LGA,IAH,1764800880,1764815940,236.0,238.0,3060,145,3132000,"[739, 594, 725, 131, 212]"
238,MX_224_2025-12-03_IAH_IAH_false,224,IAH,IAH,1764815940,1764830340,237.0,239.0,5100,0,7500000,
239,UA_1264_2025-12-04_IAH_LAS_0_0,224,IAH,LAS,1764855300,1764867960,238.0,240.0,3060,142,3067200,"[844, 582, 664, 623, 559, 676, 37, 87, 252, 191]"
240,UA_2396_2025-12-04_LAS_IAH_0_0,224,LAS,IAH,1764871980,1764882900,239.0,241.0,3060,139,3002400,"[478, 387]"
241,UA_1951_2025-12-04_IAH_LGA_0_0,224,IAH,LGA,1764887100,1764899640,240.0,242.0,3060,132,2851200,"[846, 666, 625, 561, 649, 424, 181, 149, 216, 193]"
242,MX_224_2025-12-04_LGA_LGA_false,224,LGA,LGA,1764899640,1764910440,241.0,,5100,0,7500000,
243,UA_2003_2025-12-02_IAH_SAT_0_0,225,IAH,SAT,1764682200,1764686460,,244.0,3060,119,2570400,"[563, 678, 453, 392, 172, 379, 183]"
244,UA_1361_2025-12-02_SAT_IAH_0_0,225,SAT,IAH,1764690900,1764694680,243.0,245.0,3060,112,2419200,[14]
245,UA_1540_2025-12-02_IAH_DCA_0_0,225,IAH,DCA,1764708300,1764718980,244.0,246.0,3060,124,2678400,"[574, 565, 668, 105, 417, 197, 435, 140, 166]"
246,UA_2306_2025-12-02_DCA_IAH_0_0,225,DCA,IAH,1764723540,1764736500,245.0,247.0,3060,59,1274400,[106]
247,UA_1030_2025-12-03_IAH_ATL_0_0,225,IAH,ATL,1764769140,1764776700,246.0,248.0,3060,83,1792800,"[555, 604, 456, 672, 396, 116, 420, 175, 144]"
248,UA_222_2025-12-03_ATL_IAH_0_0,225,ATL,IAH,1764780900,1764789720,247.0,249.0,3060,87,1879200,
249,UA_1540_2025-12-03_IAH_DCA_0_0,225,IAH,DCA,1764794700,1764805380,248.0,250.0,3060,99,2138400,"[580, 711, 568, 458, 674, 33, 338, 336, 236, 422, 322, 187, 168]"
250,UA_2306_2025-12-03_DCA_IAH_0_0,225,DCA,IAH,1764809940,1764822900,249.0,251.0,3060,96,2073600,[323]
251,MX_225_2025-12-03_IAH_IAH_false,225,IAH,IAH,1764822900,1764851700,250.0,252.0,5100,0,7500000,
252,UA_740_2025-12-04_IAH_PDX_0_0,225,IAH,PDX,1764862200,1764879120,251.0,253.0,3060,139,3002400,"[894, 844, 582, 664, 623, 715, 559, 609, 461, 676, 375, 37, 53, 341, 87, 239, 179, 191]"
253,UA_2254_2025-12-04_PDX_DEN_0_0,225,PDX,DEN,1764882840,1764891900,252.0,254.0,3060,159,3434400,
254,UA_506_2025-12-04_DEN_MCI_0_0,225,DEN,MCI,1764897000,1764902820,253.0,255.0,3060,146,3153600,"[833, 866, 505, 651, 696, 639, 519, 77, 770, 821, 102, 164, 13, 122, 25, 303, 356, 415]"
255,MX_225_2025-12-04_MCI_MCI_false,225,MCI,MCI,1764902820,1764924420,254.0,,5100,0,7500000,
256,UA_2639_2025-12-02_DFW_IAD_0_0,226,DFW,IAD,1764681900,1764692040,,257.0,3060,116,2505600,[495]
257,UA_1251_2025-12-02_IAD_RSW_0_0,226,IAD,RSW,1764699600,1764709200,256.0,258.0,3060,157,3391200,[469]
258,UA_1361_2025-12-02_RSW_IAD_0_0,226,RSW,IAD,1764718800,1764727500,257.0,259.0,3060,138,2980800,
259,UA_642_2025-12-03_IAD_PHX_0_0,226,IAD,PHX,1764783300,1764801720,258.0,260.0,3060,166,3585600,
260,UA_564_2025-12-03_PHX_SFO_0_0,226,PHX,SFO,1764805440,1764813000,259.0,261.0,3060,151,3261600,"[878, 569]"
261,UA_2633_2025-12-03_SFO_SAN_0_0,226,SFO,SAN,1764817800,1764823680,260.0,262.0,3060,161,3477600,"[542, 753, 751, 226, 313, 385]"
262,MX_226_2025-12-03_SAN_SAN_false,226,SAN,SAN,1764823680,1764845280,261.0,263.0,5100,0,7500000,
263,UA_2863_2025-12-04_SAN_SFO_0_0,226,SAN,SFO,1764863100,1764869520,262.0,264.0,3060,94,2030400,
264,UA_2177_2025-12-04_SFO_SAN_0_0,226,SFO,SAN,1764875400,1764881400,263.0,265.0,3060,126,2721600,"[882, 572, 544, 755, 799, 229, 479, 477, 388]"
265,UA_465_2025-12-04_SAN_IAH_0_0,226,SAN,IAH,1764885180,1764896700,264.0,266.0,3060,57,1231200,"[883, 545]"
266,UA_2111_2025-12-04_IAH_MSP_0_0,226,IAH,MSP,1764900300,1764910260,265.0,,3060,70,1512000,"[846, 666, 717, 561, 611, 757, 463, 39, 55, 343, 193]"
267,UA_2367_2025-12-02_DEN_SFO_0_0,227,DEN,SFO,1764680400,1764690600,,268.0,3060,167,3607200,
268,UA_1483_2025-12-02_SFO_SAN_0_0,227,SFO,SAN,1764694800,1764700800,267.0,269.0,3060,169,3650400,"[872, 653, 707, 748, 42, 220, 405]"
269,UA_1763_2025-12-02_SAN_SFO_0_0,227,SAN,SFO,1764709500,1764715920,268.0,270.0,3060,155,3348000,
270,UA_1561_2025-12-02_SFO_PHX_0_0,227,SFO,PHX,1764722820,1764730020,269.0,271.0,3060,123,2656800,"[655, 615, 537, 46, 471, 319]"
271,MX_227_2025-12-02_PHX_PHX_false,227,PHX,PHX,1764730020,1764751620,270.0,272.0,5100,0,7500000,
272,UA_1387_2025-12-03_PHX_SFO_0_0,227,PHX,SFO,1764774360,1764782100,271.0,273.0,3060,124,2678400,"[804, 689]"
273,UA_1578_2025-12-03_SFO_SBA_0_0,227,SFO,SBA,1764787260,1764791700,272.0,274.0,3060,48,1036800,"[875, 659, 618, 540, 796, 49, 224, 474, 311]"
274,UA_616_2025-12-03_SBA_DEN_0_0,227,SBA,DEN,1764795600,1764804540,273.0,275.0,3060,137,2959200,
275,UA_680_2025-12-03_DEN_ORF_0_0,227,DEN,ORF,1764808620,1764820740,274.0,276.0,3060,120,2592000,"[892, 787, 829, 864, 853, 692, 635, 527, 514, 73, 766, 817, 398, 9, 21, 299, 352, 411]"
276,UA_526_2025-12-04_ORF_DEN_0_0,227,ORF,DEN,1764853440,1764868800,275.0,277.0,3060,156,3369600,
277,UA_2459_2025-12-04_DEN_YYC_0_0,227,DEN,YYC,1764873840,1764883260,276.0,278.0,3900,112,2419200,"[789, 831, 855, 503, 694, 637, 529, 517, 75, 768, 819, 162, 11, 120, 23, 301, 354, 413, 66]"
278,UA_2409_2025-12-04_YYC_SFO_0_0,227,YYC,SFO,1764887400,1764898140,277.0,279.0,3480,124,2678400,[756]
279,UA_2429_2025-12-04_SFO_YVR_0_0,227,SFO,YVR,1764903180,1764911880,278.0,,3900,103,2224800,"[884, 810, 548, 546, 531]"
280,UA_1403_2025-12-02_YVR_ORD_0_0,228,YVR,ORD,1764700200,1764715440,,281.0,3480,168,3628800,[598]
281,UA_1776_2025-12-02_ORD_PHL_0_0,228,ORD,PHL,1764720120,1764727800,280.0,282.0,3600,111,2397600,"[773, 588, 552, 643, 722, 368, 762, 29, 107, 126, 485, 208]"
282,MX_228_2025-12-02_PHL_PHL_false,228,PHL,PHL,1764727800,1764756600,281.0,283.0,5100,0,7500000,
283,UA_622_2025-12-03_PHL_ORD_0_0,228,PHL,ORD,1764774900,1764783300,282.0,284.0,3060,136,2937600,"[701, 83]"
284,UA_561_2025-12-03_ORD_MCI_0_0,228,ORD,MCI,1764787500,1764793260,283.0,285.0,3060,121,2613600,"[738, 593, 645, 724, 371, 764, 130, 440, 487]"
285,UA_303_2025-12-03_MCI_ORD_0_0,228,MCI,ORD,1764797100,1764802980,284.0,286.0,3060,135,2916000,
286,UA_2147_2025-12-03_ORD_ALB_0_0,228,ORD,ALB,1764806400,1764814440,285.0,287.0,3060,106,2289600,"[740, 595, 647, 726, 702, 97, 110, 130, 202, 442, 429, 489, 211]"
287,UA_2225_2025-12-04_ALB_ORD_0_0,228,ALB,ORD,1764846000,1764855720,286.0,288.0,3060,115,2484000,
288,UA_453_2025-12-04_ORD_MSP_0_0,228,ORD,MSP,1764859800,1764865500,287.0,289.0,3060,99,2138400,"[742, 728, 100, 400, 133, 444, 431, 325, 214]"
289,UA_576_2025-12-04_MSP_ORD_0_0,228,MSP,ORD,1764869220,1764875280,288.0,290.0,3060,150,3240000,[412]
290,UA_1045_2025-12-04_ORD_LGA_0_0,228,ORD,LGA,1764882000,1764889620,289.0,291.0,3060,142,3067200,"[597, 704, 402, 112, 135, 204, 433, 491, 327, 315]"
291,UA_1234_2025-12-04_LGA_ORD_0_0,228,LGA,ORD,1764893700,1764903420,290.0,292.0,3060,147,3175200,"[705, 610]"
292,MX_228_2025-12-04_ORD_ORD_false,228,ORD,ORD,1764903420,1764917820,291.0,,5100,0,7500000,
293,UA_2257_2025-12-02_DEN_PVR_0_0,229,DEN,PVR,1764693600,1764705960,,294.0,3900,157,3391200,"[886, 837, 781, 823, 613, 734, 550, 496, 628, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 317, 57]"
294,UA_296_2025-12-02_PVR_DEN_0_0,229,PVR,DEN,1764709680,1764721920,293.0,295.0,3480,156,3369600,
295,UA_476_2025-12-02_DEN_YEG_0_0,229,DEN,YEG,1764728760,1764739140,294.0,296.0,4080,104,2246400,"[888, 783, 825, 860, 736, 498, 630, 523, 509, 680, 71, 93, 155, 81, 4, 17, 407, 381, 59]"
296,UA_1522_2025-12-03_YEG_DEN_0_0,229,YEG,DEN,1764766800,1764777300,295.0,297.0,3480,144,3110400,
297,UA_1460_2025-12-03_DEN_CMH_0_0,229,DEN,CMH,1764781320,1764791580,296.0,298.0,3600,99,2138400,"[890, 840, 785, 827, 862, 851, 633, 525, 512, 683, 95, 157, 7, 19, 350, 409, 383, 61]"
298,UA_1389_2025-12-03_CMH_DEN_0_0,229,CMH,DEN,1764798000,1764810060,297.0,299.0,3060,111,2397600,
299,UA_2644_2025-12-03_DEN_PSP_0_0,229,DEN,PSP,1764814140,1764822660,298.0,300.0,3060,118,2548800,"[787, 829, 864, 853, 692, 635, 527, 514, 73, 766, 817, 398, 159, 9, 21, 352, 411, 275]"
300,UA_1395_2025-12-04_PSP_DEN_0_0,229,PSP,DEN,1764854100,1764862020,299.0,301.0,3060,67,1447200,
301,UA_1586_2025-12-04_DEN_OMA_0_0,229,DEN,OMA,1764867060,1764872640,300.0,302.0,3060,116,2505600,"[789, 831, 855, 503, 694, 637, 529, 517, 75, 768, 819, 120, 23, 354, 413, 277, 64]"
302,UA_1592_2025-12-04_OMA_DEN_0_0,229,OMA,DEN,1764877500,1764884400,301.0,303.0,3060,143,3088800,[205]
303,UA_2375_2025-12-04_DEN_AUS_0_0,229,DEN,AUS,1764888900,1764896940,302.0,304.0,3060,70,1512000,"[833, 866, 639, 77, 770, 821, 162, 11, 122, 25, 356, 415, 254, 66]"
304,MX_229_2025-12-04_AUS_AUS_false,229,AUS,AUS,1764896940,1764904140,303.0,,5100,0,7500000,
305,UA_467_2025-12-02_RSW_ORD_0_0,230,RSW,ORD,1764685200,1764696720,,306.0,3060,158,3412800,
306,UA_1054_2025-12-02_ORD_YVR_0_0,230,ORD,YVR,1764702600,1764719400,305.0,307.0,3900,142,3067200,"[771, 588, 720, 812, 27, 330, 208]"
307,UA_1083_2025-12-02_YVR_SFO_0_0,230,YVR,SFO,1764731700,1764740400,306.0,308.0,3480,147,3175200,
308,MX_230_2025-12-02_SFO_SFO_false,230,SFO,SFO,1764740400,1764754800,307.0,309.0,5100,0,7500000,
309,UA_1712_2025-12-03_SFO_SAN_0_0,230,SFO,SAN,1764772200,1764777960,308.0,310.0,3600,171,3693600,"[875, 659, 796, 224]"
310,UA_2855_2025-12-03_SAN_SFO_0_0,230,SAN,SFO,1764784440,1764790860,309.0,311.0,3060,113,2440800,[48]
311,UA_1668_2025-12-03_SFO_PDX_0_0,230,SFO,PDX,1764795300,1764802020,310.0,312.0,3060,106,2289600,"[877, 618, 540, 49, 474, 273]"
312,UA_2216_2025-12-03_PDX_SFO_0_0,230,PDX,SFO,1764806100,1764812760,311.0,313.0,3060,131,2829600,
313,UA_2429_2025-12-03_SFO_YVR_0_0,230,SFO,YVR,1764816780,1764825480,312.0,314.0,3900,53,1144800,"[542, 753, 751, 261, 226, 385]"
314,UA_1403_2025-12-04_YVR_ORD_0_0,230,YVR,ORD,1764873000,1764888240,313.0,315.0,3480,104,2246400,
315,UA_1437_2025-12-04_ORD_LGA_0_0,230,ORD,LGA,1764892800,1764900420,314.0,,3600,140,3024000,"[791, 857, 597, 706, 685, 377, 402, 206, 446, 433, 494, 327, 290]"
316,UA_1500_2025-12-02_CID_DEN_0_0,231,CID,DEN,1764686820,1764695100,,317.0,3060,164,3542400,
317,UA_318_2025-12-02_DEN_EUG_0_0,231,DEN,EUG,1764699300,1764709620,316.0,318.0,3060,164,3542400,"[886, 837, 781, 823, 848, 613, 734, 550, 496, 628, 599, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 345, 293, 57]"
318,UA_2077_2025-12-02_EUG_SFO_0_0,231,EUG,SFO,1764713340,1764719220,317.0,319.0,3060,116,2505600,
319,UA_751_2025-12-02_SFO_LAS_0_0,231,SFO,LAS,1764723240,1764729300,318.0,320.0,3060,158,3412800,"[655, 615, 537, 46, 471, 270]"
320,MX_231_2025-12-02_LAS_LAS_false,231,LAS,LAS,1764729300,1764765300,319.0,321.0,5100,0,7500000,
321,UA_2410_2025-12-03_LAS_IAH_0_0,231,LAS,IAH,1764770400,1764781380,320.0,322.0,3060,88,1900800,[795]
322,UA_654_2025-12-03_IAH_DCA_0_0,231,IAH,DCA,1764784800,1764795480,321.0,323.0,3060,146,3153600,"[711, 555, 568, 604, 672, 33, 396, 336, 236, 116, 144, 249, 187, 168]"
323,UA_1555_2025-12-03_DCA_ORD_0_0,231,DCA,ORD,1764799200,1764807780,322.0,324.0,3060,99,2138400,"[145, 250]"
324,MX_231_2025-12-03_ORD_ORD_false,231,ORD,ORD,1764807780,1764822180,323.0,325.0,5100,0,7500000,
325,UA_1414_2025-12-04_ORD_BZN_0_0,231,ORD,BZN,1764861600,1764874080,324.0,326.0,3060,158,3412800,"[742, 728, 100, 400, 133, 444, 431, 288, 214]"
326,UA_2202_2025-12-04_BZN_ORD_0_0,231,BZN,ORD,1764877800,1764888540,325.0,327.0,3060,148,3196800,[355]
327,UA_1369_2025-12-04_ORD_DCA_0_0,231,ORD,DCA,1764892800,1764899700,326.0,328.0,3060,149,3218400,"[791, 857, 597, 706, 685, 377, 402, 206, 446, 433, 494, 315, 290]"
328,MX_231_2025-12-04_DCA_DCA_false,231,DCA,DCA,1764899700,1764910500,327.0,,5100,0,7500000,
329,UA_1484_2025-12-02_FSD_ORD_0_0,232,FSD,ORD,1764684000,1764690780,,330.0,3060,167,3607200,
330,UA_441_2025-12-02_ORD_DFW_0_0,232,ORD,DFW,1764696000,1764705900,329.0,331.0,3060,157,3391200,"[771, 586, 641, 720, 27, 483, 306]"
331,UA_2682_2025-12-02_DFW_IAH_0_0,232,DFW,IAH,1764712200,1764716580,330.0,332.0,3060,107,2311200,
332,MX_232_2025-12-02_IAH_IAH_false,232,IAH,IAH,1764720000,1764730800,331.0,333.0,5100,0,7500000,
333,UA_1845_2025-12-02_IAH_FLL_0_0,232,IAH,FLL,1764721500,1764730620,332.0,334.0,3060,95,2052000,"[709, 565, 601, 670, 394, 233, 197, 142, 185]"
334,MX_232_2025-12-02_FLL_FLL_false,232,FLL,FLL,1764730620,1764752220,333.0,335.0,5100,0,7500000,
335,UA_722_2025-12-03_FLL_IAH_0_0,232,FLL,IAH,1764770400,1764780900,334.0,336.0,3060,67,1447200,
336,UA_2385_2025-12-03_IAH_MSY_0_0,232,IAH,MSY,1764784680,1764789120,335.0,337.0,4080,141,3045600,"[711, 555, 568, 604, 672, 33, 396, 236, 116, 322, 144, 249, 187, 168]"
337,UA_2273_2025-12-03_MSY_IAH_0_0,232,MSY,IAH,1764792900,1764798000,336.0,338.0,3060,109,2354400,
338,UA_1571_2025-12-03_IAH_MCO_0_0,232,IAH,MCO,1764802500,1764811200,337.0,339.0,3060,139,3002400,"[580, 557, 568, 606, 458, 674, 373, 33, 118, 422, 177, 146, 249, 189, 168]"
