fid,fid_raw,tail,dep,arr,deptime,arrtime,prev_fid,next_fid,turn,delay_penalty,cancel_penalty,alternates
209,UA_1595_2025-09-19_SFO_CMH_0_0,4891,SFO,CMH,1758295500,1758312480,208,210,2580,125,2700000,"[143, 77, 53, 29]"
210,UA_2002_2025-09-19_CMH_SFO_0_0,4891,CMH,SFO,1758317280,1758335520,209,211,2580,107,2311200,
211,UA_1743_2025-09-19_SFO_SBA_0_0,4891,SFO,SBA,1758340800,1758345240,210,212,2580,109,2354400,"[291, 55, 31]"
212,UA_2363_2025-09-20_SBA_SFO_0_0,4891,SBA,SFO,1758375000,1758379200,211,213,2580,105,2268000,
213,UA_2380_2025-09-20_SFO_DTW_0_0,4891,SFO,DTW,1758382800,1758399960,212,214,2580,121,2613600,"[293, 147, 57, 33]"
214,UA_2866_2025-09-20_DTW_SFO_0_0,4891,DTW,SFO,1758403920,1758422400,213,215,2880,98,2116800,
215,UA_1824_2025-09-20_SFO_YVR_0_0,4891,SFO,YVR,1758427260,1758435720,214,216,3120,47,1015200,
216,UA_1449_2025-09-21_YVR_SFO_0_0,4891,YVR,SFO,1758463200,1758471960,215,217,2880,125,2700000,
217,UA_255_2025-09-21_SFO_AUS_0_0,4891,SFO,AUS,1758484800,1758497820,216,218,3060,123,2656800,"[298, 150, 62]"
218,UA_789_2025-09-21_AUS_IAH_0_0,4891,AUS,IAH,1758501900,1758505680,217,219,2580,84,1814400,[115]
219,UA_1475_2025-09-21_IAH_SAT_0_0,4891,IAH,SAT,1758509100,1758512880,218,220,2580,100,2160000,"[13, 179]"
220,MX_4891_2025-09-21_SAT_SAT_false,4891,SAT,SAT,1758512880,1758527280,219,,5100,0,7500000,
221,UA_3932_2025-09-19_IAH_DEN_0_0,4892,IAH,DEN,1758276000,1758285120,,222,0,126,2721600,"[15, 2]"
222,UA_1186_2025-09-19_DEN_RNO_0_0,4892,DEN,RNO,1758291300,1758299760,221,223,2580,99,2138400,"[237, 118, 166]"
223,UA_1553_2025-09-19_RNO_DEN_0_0,4892,RNO,DEN,1758304800,1758312960,222,224,2580,118,2548800,
224,UA_1669_2025-09-19_DEN_BUR_0_0,4892,DEN,BUR,1758319080,1758328080,223,225,2580,88,1900800,"[251, 156, 120, 79]"
225,UA_202_2025-09-19_BUR_DEN_0_0,4892,BUR,DEN,1758332040,1758340800,224,226,2580,60,1296000,
226,MX_4892_2025-09-19_DEN_DEN_false,4892,DEN,DEN,1758340800,1758376800,225,227,5100,0,7500000,
227,UA_397_2025-09-20_DEN_SJC_0_0,4892,DEN,SJC,1758377700,1758387060,226,228,2580,59,1274400,"[254, 241]"
228,UA_431_2025-09-20_SJC_DEN_0_0,4892,SJC,DEN,1758396600,1758405960,227,229,2580,122,2635200,
229,UA_1300_2025-09-20_DEN_BNA_0_0,4892,DEN,BNA,1758412500,1758422100,228,230,2580,89,1922400,"[270, 256, 160]"
230,MX_4892_2025-09-20_BNA_BNA_false,4892,BNA,BNA,1758422100,1758450900,229,231,5100,0,7500000,
231,UA_1716_2025-09-21_BNA_DEN_0_0,4892,BNA,DEN,1758460440,1758471000,230,232,2580,124,2678400,[149]
232,UA_2154_2025-09-21_DEN_BUR_0_0,4892,DEN,BUR,1758475860,1758484920,231,233,2580,125,2700000,"[258, 162]"
233,UA_1453_2025-09-21_BUR_SFO_0_0,4892,BUR,SFO,1758488280,1758493800,232,234,2580,124,2678400,
234,UA_2428_2025-09-21_SFO_SBA_0_0,4892,SFO,SBA,1758497400,1758501840,233,235,2580,122,2635200,
235,UA_2097_2025-09-21_SBA_SFO_0_0,4892,SBA,SFO,1758505920,1758510180,234,236,2580,126,2721600,[247]
236,UA_1743_2025-09-21_SFO_SBA_0_0,4892,SFO,SBA,1758513600,1758518040,235,,2580,79,1706400,
237,UA_1451_2025-09-19_DEN_GSP_0_0,4893,DEN,GSP,1758297300,1758308400,,238,2580,115,2484000,"[249, 222, 154, 118, 166]"
238,UA_1519_2025-09-19_GSP_DEN_0_0,4893,GSP,DEN,1758313800,1758326220,237,239,2580,113,2440800,
239,UA_723_2025-09-19_DEN_GTF_0_0,4893,DEN,GTF,1758331980,1758338880,238,240,2580,82,1771200,"[156, 120, 79]"
240,UA_1865_2025-09-20_GTF_DEN_0_0,4893,GTF,DEN,1758373200,1758380280,239,241,2580,124,2678400,
241,UA_275_2025-09-20_DEN_PNS_0_0,4893,DEN,PNS,1758384900,1758395220,240,242,2580,126,2721600,"[254, 227, 158]"
242,UA_402_2025-09-20_PNS_DEN_0_0,4893,PNS,DEN,1758401400,1758412320,241,243,2580,122,2635200,
243,MX_4893_2025-09-20_DEN_DEN_false,4893,DEN,DEN,1758412800,1758499200,242,244,5100,0,7500000,
244,UA_456_2025-09-21_DEN_AUS_0_0,4893,DEN,AUS,1758464100,1758472140,243,245,2580,126,2721600,[162]
245,UA_785_2025-09-21_AUS_DEN_0_0,4893,AUS,DEN,1758477360,1758485820,244,246,2580,123,2656800,
246,UA_1672_2025-09-21_DEN_SBA_0_0,4893,DEN,SBA,1758491100,1758500400,245,247,2580,124,2678400,"[260, 164, 152]"
247,UA_1924_2025-09-21_SBA_DEN_0_0,4893,SBA,DEN,1758504300,1758513120,246,,2580,120,2592000,[235]
248,UA_1418_2025-09-19_SBP_DEN_0_0,4895,SBP,DEN,1758284100,1758293160,,249,2580,124,2678400,
249,UA_401_2025-09-19_DEN_HDN_0_0,4895,DEN,HDN,1758302700,1758306060,248,250,2580,120,2592000,"[237, 154]"
250,UA_762_2025-09-19_HDN_DEN_0_0,4895,HDN,DEN,1758309900,1758314400,249,251,2580,127,2743200,
251,UA_2285_2025-09-19_DEN_AUS_0_0,4895,DEN,AUS,1758318540,1758326520,250,252,2580,123,2656800,"[224, 156, 120, 79]"
252,UA_297_2025-09-19_AUS_DEN_0_0,4895,AUS,DEN,1758329940,1758338400,251,253,2580,111,2397600,"[266, 66]"
253,MX_4895_2025-09-19_DEN_DEN_false,4895,DEN,DEN,1758338400,1758367200,252,254,5100,0,7500000,
254,UA_1121_2025-09-20_DEN_MSP_0_0,4895,DEN,MSP,1758382800,1758390000,253,255,2580,119,2570400,"[241, 227, 158]"
255,UA_1604_2025-09-20_MSP_DEN_0_0,4895,MSP,DEN,1758393840,1758402000,254,256,2580,124,2678400,
256,UA_1726_2025-09-20_DEN_DAY_0_0,4895,DEN,DAY,1758411000,1758420720,255,257,2580,107,2311200,"[270, 229, 160]"
257,UA_1597_2025-09-21_DAY_DEN_0_0,4895,DAY,DEN,1758461220,1758472500,256,258,2580,122,2635200,
258,UA_401_2025-09-21_DEN_HDN_0_0,4895,DEN,HDN,1758475500,1758478860,257,259,2580,115,2484000,"[162, 232]"
259,UA_762_2025-09-21_HDN_DEN_0_0,4895,HDN,DEN,1758482700,1758487200,258,260,2580,109,2354400,
260,UA_640_2025-09-21_DEN_DFW_0_0,4895,DEN,DFW,1758491820,1758499200,259,261,2580,123,2656800,"[246, 164, 152]"
261,UA_1184_2025-09-21_DFW_SFO_0_0,4895,DFW,SFO,1758502740,1758516600,260,,2580,111,2397600,"[89, 26]"
262,UA_1085_2025-09-19_MEX_IAH_0_0,4896,MEX,IAH,1758278400,1758286560,,263,2880,33,712800,
263,UA_2256_2025-09-19_IAH_MTY_0_0,4896,IAH,MTY,1758294540,1758300480,262,264,3480,102,2203200,"[196, 103, 15, 2]"
264,UA_2026_2025-09-19_MTY_IAH_0_0,4896,MTY,IAH,1758305400,1758310560,263,265,2880,83,1792800,
265,UA_1711_2025-09-19_IAH_AUS_0_0,4896,IAH,AUS,1758316800,1758320580,264,266,3480,124,2678400,"[105, 92, 4]"
266,UA_345_2025-09-19_AUS_DEN_0_0,4896,AUS,DEN,1758323940,1758332400,265,267,2580,126,2721600,"[252, 66]"
267,MX_4896_2025-09-19_DEN_DEN_false,4896,DEN,DEN,1758332400,1758354000,266,268,5100,0,7500000,
268,UA_493_2025-09-20_DEN_MTJ_0_0,4896,DEN,MTJ,1758396300,1758400080,267,269,2580,119,2570400,[158]
269,UA_1532_2025-09-20_MTJ_DEN_0_0,4896,MTJ,DEN,1758403440,1758407580,268,270,2580,91,1965600,
270,UA_616_2025-09-20_DEN_CLT_0_0,4896,DEN,CLT,1758411300,1758423180,269,271,2580,106,2289600,"[256, 229, 160]"
271,UA_2672_2025-09-21_CLT_ORD_0_0,4896,CLT,ORD,1758451200,1758459600,270,272,2580,59,1274400,
272,UA_442_2025-09-21_ORD_ORF_0_0,4896,ORD,ORF,1758471600,1758480000,271,273,2580,126,2721600,"[312, 285, 139, 127, 50, 23]"
273,UA_1710_2025-09-21_ORF_ORD_0_0,4896,ORF,ORD,1758488400,1758497100,272,274,2580,120,2592000,
274,UA_739_2025-09-21_ORD_SLC_0_0,4896,ORD,SLC,1758502800,1758515760,273,,2580,117,2527200,[314]
275,UA_1249_2025-09-19_GRR_ORD_0_0,4897,GRR,ORD,1758288600,1758292860,,276,2580,120,2592000,
276,UA_442_2025-09-19_ORD_ORF_0_0,4897,ORD,ORF,1758298800,1758307200,275,277,2580,126,2721600,"[302, 130, 43]"
277,UA_1710_2025-09-19_ORF_ORD_0_0,4897,ORF,ORD,1758315600,1758324300,276,278,2580,117,2527200,
278,UA_1069_2025-09-19_ORD_DTW_0_0,4897,ORD,DTW,1758329700,1758334920,277,279,2580,109,2354400,"[134, 45]"
279,MX_4897_2025-09-19_DTW_DTW_false,4897,DTW,DTW,1758334920,1758352920,278,280,5100,0,7500000,
280,UA_1909_2025-09-20_DTW_ORD_0_0,4897,DTW,ORD,1758366000,1758371220,279,281,2580,97,2095200,
281,UA_1705_2025-09-20_ORD_BOI_0_0,4897,ORD,BOI,1758375900,1758389460,280,282,2580,93,2008800,"[123, 81]"
282,UA_573_2025-09-20_BOI_ORD_0_0,4897,BOI,ORD,1758392820,1758405600,281,283,2580,121,2613600,[294]
283,UA_2259_2025-09-20_ORD_MSN_0_0,4897,ORD,MSN,1758409440,1758413340,282,284,2580,103,2224800,[125]
284,UA_1625_2025-09-21_MSN_ORD_0_0,4897,MSN,ORD,1758460500,1758464520,283,285,2580,126,2721600,
285,UA_2653_2025-09-21_ORD_RDU_0_0,4897,ORD,RDU,1758470460,1758478320,284,286,2580,123,2656800,"[312, 272, 139, 127, 50, 23]"
286,UA_2395_2025-09-21_RDU_EWR_0_0,4897,RDU,EWR,1758482520,1758488460,285,287,2580,112,2419200,[87]
287,UA_676_2025-09-21_EWR_AUS_0_0,4897,EWR,AUS,1758495540,1758510300,286,,2580,116,2505600,"[192, 141, 75]"
288,UA_1498_2025-09-19_JAC_SFO_0_0,4898,JAC,SFO,1758295800,1758304500,,289,2580,74,1598400,
289,UA_394_2025-09-19_SFO_SLC_0_0,4898,SFO,SLC,1758311760,1758318480,288,290,2580,121,2613600,"[145, 77, 65]"
290,UA_646_2025-09-19_SLC_SFO_0_0,4898,SLC,SFO,1758321900,1758329400,289,291,2580,114,2462400,
291,UA_2216_2025-09-19_SFO_BUR_0_0,4898,SFO,BUR,1758339600,1758344340,290,292,2580,94,2030400,"[211, 55, 31]"
292,UA_488_2025-09-20_BUR_SFO_0_0,4898,BUR,SFO,1758377880,1758383400,291,293,2580,124,2678400,
293,UA_1245_2025-09-20_SFO_BOI_0_0,4898,SFO,BOI,1758391560,1758397740,292,294,2580,119,2570400,"[213, 147, 57, 33]"
294,UA_324_2025-09-20_BOI_SFO_0_0,4898,BOI,SFO,1758401100,1758407700,293,295,2580,118,2548800,[282]
295,UA_1174_2025-09-20_SFO_OMA_0_0,4898,SFO,OMA,1758412500,1758424380,294,296,2580,63,1360800,[59]
296,MX_4898_2025-09-20_OMA_OMA_false,4898,OMA,OMA,1758424380,1758435180,295,297,5100,0,7500000,
297,UA_2027_2025-09-21_OMA_SFO_0_0,4898,OMA,SFO,1758457800,1758471120,296,298,2580,127,2743200,
298,UA_336_2025-09-21_SFO_STL_0_0,4898,SFO,STL,1758477060,1758491580,297,299,2580,116,2505600,"[217, 150, 62]"
299,UA_1603_2025-09-21_STL_SFO_0_0,4898,STL,SFO,1758494940,1758510600,298,300,2580,121,2613600,
300,MX_4898_2025-09-21_SFO_SFO_false,4898,SFO,SFO,1758510600,1758546600,299,,5100,0,7500000,
301,UA_1363_2025-09-19_DSM_ORD_0_0,4899,DSM,ORD,1758286800,1758292440,,302,2580,118,2548800,
302,UA_1297_2025-09-19_ORD_MSP_0_0,4899,ORD,MSP,1758296100,1758301860,301,303,2580,126,2721600,"[276, 130]"
303,UA_2180_2025-09-19_MSP_ORD_0_0,4899,MSP,ORD,1758305400,1758311640,302,304,2580,120,2592000,[54]
304,UA_2091_2025-09-19_ORD_DSM_0_0,4899,ORD,DSM,1758315000,1758320040,303,305,2580,110,2376000,"[132, 43]"
305,UA_657_2025-09-19_DSM_ORD_0_0,4899,DSM,ORD,1758324300,1758329940,304,306,2580,74,1598400,
306,MX_4899_2025-09-19_ORD_ORD_false,4899,ORD,ORD,1758329940,1758365940,305,307,5100,0,7500000,
307,UA_623_2025-09-20_ORD_ALB_0_0,4899,ORD,ALB,1758394500,1758402120,306,308,2580,121,2613600,"[137, 48, 21]"
308,UA_249_2025-09-20_ALB_ORD_0_0,4899,ALB,ORD,1758405480,1758414420,307,309,2580,33,712800,
309,MX_4899_2025-09-20_ORD_ORD_false,4899,ORD,ORD,1758412800,1758585600,308,310,5100,0,7500000,
310,UA_473_2025-09-21_ORD_DTW_0_0,4899,ORD,DTW,1758457800,1758462780,309,311,2580,34,734400,"[127, 50]"
311,UA_752_2025-09-21_DTW_ORD_0_0,4899,DTW,ORD,1758466800,1758472020,310,312,2580,111,2397600,
312,UA_2144_2025-09-21_ORD_YYZ_0_0,4899,ORD,YYZ,1758477900,1758483960,311,313,3120,120,2592000,"[285, 272, 139, 52, 25, 23]"
313,UA_2121_2025-09-21_YYZ_ORD_0_0,4899,YYZ,ORD,1758489300,1758496320,312,314,2880,125,2700000,
314,UA_661_2025-09-21_ORD_DSM_0_0,4899,ORD,DSM,1758503700,1758509100,313,,3060,125,2700000,[274]
